videoId,entropy
CvKXdhB_y9I,9.504916572023086
6S66jorlkeY,7.276861848260411
VcOCCrKlXRM,8.244270392889062
8N1cKs9JRq0,7.868797192885159
wutztfYqk0I,8.661111027211104
5njUvlLWoRI,8.682006947942925
wEbiwj0CY4U,9.03721404376008
CTXcB8w5JQc,None
MFZsxoen5Y0,7.741196244679242
b617FReb9YI,8.783258743997969
K-HFRtLaxqY,4.192490428009879
5q7BSLylhTo,8.064198161476892
HibcMLxj55g,8.802443186374644
J2z5uzqxJNU,9.133113610796151
DWKe6i-ia9c,2.736957263562375
LGW12hBxUbs,7.957842323717272
7rULs35adVA,10.163341164358256
C6dpQWnRII0,8.893343089730905
74Tw4sm34LQ,9.461022260374971
pEnXNd2z9bo,8.446755134895952
bjUoQbSJDJs,4.743265130302446
xlBhqDOxolk,8.650920818640907
SnQNrYOvWR4,6.8798247187675505
Zb18eEvBNh0,8.395777549414946
knMM9dRwIH4,8.666038370973839
r0_mi8ngNnM,9.173011927762236
9AVhwGKV2TE,9.363762043133733
HUbi0z0msrk,10.55145033301492
kCQ4m-ui6yQ,7.194331864617145
WQpwcU8FTZk,9.632156407266493
7QpJ_VDbIPA,10.75059683453881
nlJ4WIj3j24,7.536966549722589
_pYfw-_KfIE,5.812125050859569
joc5J-poAxg,7.7685266308776075
ajTUqSXzZis,8.735451822808878
IiAVsYnHtwM,9.39163362662438
iBZaLPEhq04,8.368769055515248
Hnl4AyEO1I8,8.990641012375674
IUTGFQpKaPU,8.271452216323175
8dOM8EHJoCE,5.086584425413765
bXsv_F0kfrs,9.749786378702613
PJjXnkd6bUQ,9.530142101637527
aRdcptG365I,7.518251398011319
No-T6NIytFE,9.985685208165515
GWM0elaag2s,7.374105232356432
BxpFMrEAwqc,8.861198353111883
4QrGdzYiNFY,8.684836668672496
mAZ-gT0Ip-0,9.357615722703812
9_guNEfxTII,3.0387530541194017
5O5EC06b-xg,7.365249495869619
W2sIvBq2iAk,7.769465844839879
AqcMAn10448,9.85428621047253
QlSShPVcxfg,7.554503921519101
-zCsllWJ3A8,6.823245646055017
fK8LrzzC4-8,7.023063319838175
UojBaKX5Vz4,9.750422985032944
Ev-QpxN8wPo,6.4427375228464925
i5gxEhNDYls,9.229848029091864
NTe1FQY9gn0,5.015490070020094
alQ1hlfNI_o,7.90956379586126
YpcrlbmWgb8,9.103182909560983
igNgYtGYjys,6.999474465552631
NAx_gFh9BxY,8.467143293611256
zyQtN7Zbi-c,7.808646964090759
8P13-6Qt89k,3.77869682856725
4NGlnpZfXII,9.96638790855793
7bL4dmUdddI,6.712717890934878
GfxzDd1wNxs,9.37014888817829
E8xXtoIm76s,8.388741732190631
elvOZm0d4H0,7.275835209887259
cpCXLf9E1Ic,5.823368353106553
C3ddWloPyPA,9.40904357933534
jFxtn_BQauk,8.11860359521464
FNofmHUX81c,9.528931276619474
uJ-c54cgDos,9.364494571621028
JT912hDAPro,7.703662450442234
jpZWQ8ebTuA,8.752708955646717
lw3c5d3aBSE,8.85839096041168
nsTMPkPCQzA,8.314228598941963
mcVvM4nhwNs,6.063712461704067
5sKah3pJnHI,8.173406093122674
KYG6nvG1dyw,7.693707542415445
3DQATvwX4aI,8.371472878001049
FtbiL1uwC9Y,5.269513058007611
ARP0bpKgvVg,8.712398888693505
xH5whVFwXw4,9.22681944513519
XMV3h9F6jq4,8.111811549939626
ylJd5sUbANE,11.390445356458768
cJXcK_P-zOQ,6.185482039286566
480PvTx2U68,8.161939593293473
jwhFr5Ax3Fk,8.417289412293808
HswySJvxeuE,6.70546852938459
Ha18O3B6Eag,7.800923100711165
2I-_SV8cwsw,7.560995717245154
bB52e6N8kjU,8.128664472933066
WqmbA5k-_Eo,8.302537997377797
-EtHF5ND3_s,4.903080522017683
u1EmWNY8km0,9.939682727536788
Q9Ybl-8S6-4,2.1575994266328524
FQkaH5ppFek,10.344893715601474
HbNYuOTaYFs,8.78605432516643
nJ539VsNq2s,6.525580238527939
Z49hXoN4KWg,8.679280203554654
U8O8R8-XRmQ,8.918224900621354
YQGotj43PqM,6.552517538000793
HxOusn13fqE,6.8397758979160095
XZSnRjDRrvY,8.854209327335042
_Y9EZcw5zaA,5.299777142934004
qPrxInnjdvg,9.031791911668217
Jtpv39DeWpc,11.145806760874656
y6fPilMJHsE,8.172196307214287
_BXYFubygkM,5.338080207360985
eIpFQGGuALc,9.256705192988981
5kpVl6YJzpk,6.684253921088886
AwAVQ0RiwPw,11.037093033426153
ecaGFISlQXk,8.835928608790729
MEysDZDzyIw,3.068095804071238
3dIbFvX_zCE,8.14697436657487
_ZB4aUMVKS0,7.927519265682141
d6c6uIyieoo,8.659902764137362
zLAMv1vDSgo,4.791086965356586
wLpOb7vYwk0,7.189568594300627
Am8KoqLFLHg,11.104146476518848
0toqxbv3tRQ,2.721792390236762
NCnYYuU-deE,7.751102699043237
oc0M1o8tuPo,4.469787219538044
GToOGb7B29Q,9.057647405089817
Xq4cTfoGJ-Y,1.7821096590757082
QwlBZc9MrJA,9.118824526677429
xUqjJce6d88,4.804746243569683
At7OzVOtezA,4.208669480495792
0j4A2n3nRBg,8.32362981588556
c3lNmMxGDXE,7.213450812983314
kJzSzGbfc0k,8.01220688147548
RdV6Z4CbkXo,8.457009120064583
VMSXrxoP_cY,3.849971754679302
vQOby7llvjY,8.584656454648034
kUXNIkptIIk,8.897318786433466
onzBYbPZwg0,4.980184385535968
zPFGCvPF9mY,8.548144220929466
FkdGNi94OYw,10.741941435399493
-dhHrg-KbJ0,5.687729951790041
AhPQdOdnM2M,8.04189720598616
2nAnT3PASak,8.055282184170137
qfsXr4Wirj8,2.5227815328928447
2nssGKBJbaM,10.009859661351173
sD0NjbwqlYw,3.3685419595941455
81pTSn6xsJA,8.157613606026535
PRf6iP-v6vI,3.787375107364695
KPpC3qVE5PQ,9.288094518751818
Y4WObfOWNys,7.203530194781924
VTveQ1ndH1c,9.481017963672189
PltkCwau98w,9.842875687236898
Gp3AORwr7bU,5.661634401900354
yZ0IwscaGCM,7.411092717917004
JI7hCC4Mv8k,6.718727065623852
YRgM1wSwtN8,5.6782205075678345
mJz1DUUZ4VE,9.423390707105554
GItmC9lxeco,9.830956096825565
K4CoMMxQ_R8,8.334611723176776
WIUO8FDaLJA,4.462556651794808
0uYOC09peyk,9.452367943929213
bTn66fbOtOA,8.244243499340188
QKnPsHAWrpw,8.51221147738872
ekr3xXj6Cws,10.508174846752857
Oz_9PMI8U0Y,9.95044896428197
xBzO_tFkvkc,4.399847262707918
kagWliivBao,3.1688403843658763
0Oazb7IWzbA,8.824220910157878
Sl3sWe53YXk,5.360194939665199
AkSPhZsXXqo,7.314818771007148
SPmKyg0249I,8.771605982033524
Js5TSCCK3bw,3.7906329549398774
rwFKa-dm4oI,5.998331022159291
YmCZglIgkCE,9.790406207977446
O4ndIDcDSGc,9.027450050064548
hzpCwzaP38U,3.491520854853791
GwkwMYgcttI,6.560184191474472
LIZ78RwhSPc,8.632090969729065
uFczjcxFDpM,10.952804869936388
iFuR97YcSLM,8.352984124195668
ZMZOk2i1TBY,7.365617296631342
B9KITthfxS0,10.707535691414646
0HzxqWBSudQ,8.413625824776966
Ldi2ovn8E64,9.060386331246033
7DGH7IqGytM,4.9268710544476395
FCSaXPYJ1zk,8.970611292930483
JGDoLc6ndWo,8.166002182089702
WYijIV5JrKg,8.529698139976892
t1Kcbba04Xs,4.525801081619009
azHtcHDDeXQ,9.333154128109367
TqRUNHhxdVg,9.894193331829806
-XZjgAh9BjM,2.036693141375861
7lhVUedc1a4,9.007844687843948
MysB4SfoWJw,11.00364300858247
xQHUHMeyT-4,10.29811821803282
haqgNwPVrso,9.683090677475477
5FUo-83-U3Q,7.936386572997663
1uKtNlPLPZw,2.123429549425858
0C5UQbWzwg8,6.142080468768185
MNnJE8ZFo8Y,4.648104975814855
y_1D9Tq8fI4,5.0633534495673835
wuzUbVsVR2s,7.345226440253086
ndGiKVDgbHI,6.286830227379156
Q0CbN8sfihY,5.356346097603341
WR7cc5t7tv8,5.868030319237254
m8e-FF8MsqU,5.893924753810622
kYzz0FSgpSU,6.831164425799438
fn5WNxy-Wcw,8.223375025522891
A2WnsyLv5Bo,4.481352879278001
Qaj32KnlMyY,6.714908496432335
