videoId,entropy
aircAruvnKk,2.7315581974748393
_QdPW8JrYzQ,5.305572466430575
OWJCfOvochA,10.36938074697179
ZS_kXvOeQ5Y,3.1229233046277827
x7qPAY9JqE4,5.290584356666362
9AThycGCakk,9.211419991454648
-ruC5A9EzzE,8.33622248689624
Lj1a8rdX6DU,9.776580302427906
Zh3Yz3PiXZw,8.512738086739667
bNpx7gpSqbY,6.6195420557695535
kUr_gdKQ8j4,10.097873187284863
h0e2HAPTGF4,5.676995166036216
0hVuCWfyHP4,8.450136559116672
QHydkEARVKE,7.919802091397072
nKW8Ndu7Mjw,3.7353206133847174
BR9h47Jtqyw,3.0761719348476437
w82a1FT5o88,7.4974149067501585
pvf0zSh3rDo,9.297026913665363
MfF750YVDxM,3.327044833545978
OoEpfb6yga8,6.909123521934194
e8QY0NDWqzk,7.637426016268556
EtJy69cEOtQ,8.01326485390146
rmf04ylI2K0,3.4817339012799544
XZmGGAbHqa0,10.001720926390389
QxuibIaQmsw,9.671297616166159
uAWWhEA57bE,3.7548921096079364
4DgTLaFNQq0,8.717582986976776
YFl2mCHdv24,6.388680482652093
dspdToaROn8,3.0431531626162927
FHVuRxJpiwI,7.3662521600261535
bcjSe0xCHbE,8.915407925680581
9s-vSeWej1U,5.659367330827832
1z0ULvg_pW8,2.778462067778807
BgQFJ_UNIgw,3.085117963239402
2-Ol7ZB0MmU,1.9459594242288942
711VklH-4fA,7.955643323126252
d4EgbgTm0Bg,2.733430412934302
yuD34tEpRFw,4.921377163705575
wCrtk-pyP0I,8.630268416957106
AD3K8j12EIE,4.584906136916293
kqSzLo9fenk,1.6558261047162093
aDW44NPhNw0,1.9551561289727641
qWcfiPi9gUU,9.550512341822731
FTr3n7uBIuE,6.858940780914261
TnUYcTuZJpM,6.981347174780005
trWrEWfhTVg,8.724281096298101
IpGxLWOIZy4,3.9747722737619453
0JDoll8OEFE,9.182418139275816
liJbB_0eCTo,8.512057976221017
lfo8XHGFAIQ,8.602926575149375
G7oolm0jU8I,4.152903476627362
63NTeLmDANo,10.254934188234236
kJzSzGbfc0k,8.01220688147548
XKu_SEDAykw,6.61875712296296
5F28PzoeDn4,7.85219515375468
SAsWFgpvYhA,8.441917432606196
t6rHHnABoT8,8.283868080490743
3FxdPlqTVXw,9.585055018519895
c8_BIamLESg,8.569817490580581
rojft7g2BSI,4.1009573529225385
E39GIysMevQ,7.7941683616435355
-Yh2QGJBd2U,9.305860186738636
TRzBk_KuIaM,4.928963471809077
ssdyoPpDEys,9.416829458098919
I1hFKCFT8bQ,9.0347982808833
ZPw9dSV6y2c,9.378396165659241
78-1MlkxyqI,9.482710930633838
_4ruHJFsb4g,8.561476285204229
R0bVxbRCd-U,7.778209166751058
j6B-HYsvkvo,8.902561358394905
MTY1Kje0yLg,9.85183167453669
mV_Z3Zx0xIs,9.497350781243238
P4Rzd21U-1c,8.130203854185284
bjMqJ--aUJ8,7.409828218338939
ZZZ7k8cMA-4,8.449858211357583
NtxZeDYuEZI,10.31484078202254
Yl_FJAOcFgQ,9.147344296886088
ghMZe9NRAgY,6.5259520257781904
R1vskiVDwl4,6.448760956012631
M624T3PTggU,6.163724010090468
AL1-Xd2HTWU,7.748777925493345
kLBDuWvcy7U,8.877237968169212
esmzYhuFnds,5.876705452902155
zn1SJOPgewo,6.962634338759352
Y30VF3cSIYQ,9.143924902926548
D1R-jKKp3NA,11.215814807130755
mbDipVRt5aE,6.148236471240333
TUSxq7KoTsM,8.213407861183025
XIXvKKEQQJo,4.49299367273928
aDhTeLWJBxI,8.56699793236007
4yzaG0Ia_fs,7.812599248053627
KzG-mJgj-E4,4.885943532720486
Q0jeohWnmAQ,10.445139578021898
a5ZwNfzusLQ,7.83836195769081
i1AHCaokqhg,4.120995424305782
9tnLXvr6cLM,10.092020839174966
wlk1DLm-BjU,7.7471230468058705
q9tYsvRg1as,9.987382694036622
gIR65Mz8mHQ,7.806326675399707
7UeRnuGo-pg,10.45816614650839
zORUUqJd81M,6.612173630508997
q7prQTS_N3Y,6.076451070376017
1-JAx3nUwms,4.445552795112671
8FHBh_OmdsM,6.672549591160306
d0yGdNEWdn0,6.528227952131313
w7BMaG3zyVo,9.035590342921385
LIEuU8CZjGQ,8.27425010124794
wcKyq-e-Soo,8.2499790787335
tI8ijLpZaHk,9.18993954113564
HEdPX8pt_DQ,5.7765582075165005
pkdgVYehiTE,3.1193696503096016
7bE2mI4ePeU,8.749277231492545
aJdUVRAKmB8,9.958032806465644
G2_Q9FoD-oQ,8.646040821052786
XF3P3KRn7EM,12.649358370464402
rc57xiKQal8,12.440003782605217
kE7D7qFayVg,8.670435246469163
X5846PYLWIY,9.611003905229381
DxbMzZ5a2Zg,5.900263298297316
pynDvIsLoU0,6.272116591633896
MHTa3aDczCk,9.860453697984092
wKpZXVz-Jvs,9.788330321994149
QoqohmccTSc,7.609956021569617
qiN67V5q3C4,6.716678803837721
w-eX4sZi-Zs,10.12618388282002
Nn-_8IniOVk,9.515441534791012
QaoVWtLX038,4.080963484059477
cC0KxNeLp1E,6.106903980083508
MmfikLimeQ8,5.75013379153537
MdZAMSyn_As,5.9195417215957855
677ZtSMr4-4,7.187251430682812
bKjH8WhSu_E,5.4852043840284015
KMX1mFEmM3E,1.4987380294140153
LooL6_chvN4,4.406154060953738
0NAvTEQ9eXQ,9.316607416072072
Qmla9NLFBvU,9.559873690148619
fvPddKyHxpQ,5.065927634173812
SWZ_4YBFBhs,3.0246637578623163
uD3p_rZPBUQ,6.990131006668379
r6UcW9xLxwo,7.567391420888713
CMGpPI0QocY,8.881441680153351
GhlLtd19szw,6.9097096232933675
CIx0a1vcYPc,6.489593952703346
pasyRUj7UwM,8.633920828266678
iphcyNWFD10,9.06071832347153
DRxAVA6gYMM,8.662044774936609
oAHbLRjF0vo,7.041097449470127
4fuHzC9aTik,8.208059541687946
zUrDUxh5xS0,2.142074799491207
ENK245mtPTo,8.48818798688969
9KABcmczPdg,6.9242702800091775
Iy7NzjCmUf0,5.938047603321936
sj8Sg8qnjOg,8.069977850085248
-eQaF6OmWKw,4.416086513805452
A-QgGXbDyR0,6.577006726031754
9hUIxyE2Ns8,6.598479227928489
R2NzN1ew9j0,8.774148726257826
T0Z73Zbtlyg,7.178215400916087
iM_KMYulI_s,10.473042826049275
RF-Mqs2qC-M,9.880146311097036
TclUk6-63QQ,10.900769846288227
PuSkexkHRb0,6.474544121356742
79_IsTV8X-c,7.232049212943115
1zdZG6KFM0g,7.269500554168131
PX5-XyBNi00,7.497027426903217
FXATwX5bVp8,4.985875054076284
Xjq_ow5DrWY,4.2118920251602345
dFT2IKmwyfg,7.7955620193635715
kCC8UIPrASA,8.25594533624324
zttC2x9nMEw,10.29030233418442
RCXGpEmFbOw,5.943994180247686
bBrUrgNf5y8,8.434807596595085
PRSoRkM8GcM,11.19982535325267
pCON4zfMzjU,8.222949572530805
IesIsKMjB4Y,8.52086348545153
iR4CFiuR3tQ,9.860839264271412
x0MjZOR89Fk,8.19345448914516
VFWbuKr5-I8,7.904663907231043
eyqwLiowZiU,9.286920322799958
r15_6z9xryo,9.633726571877727
3SAxXUIre28,9.654496891128392
bf7BXwVeyWw,5.420825656566314
q7v5NtV8v6I,7.365325189748369
CeuIop_j2bI,4.606756290999709
p-MNSLsjjdo,8.854723334568904
TgA2y-Bgi3c,8.3173173655736
zNzzGgr2mhk,8.943850160052754
qaIghx4QRN4,7.0591206833398115
F-nNTGK0wFw,7.441604997097651
opqIa5Jiwuw,8.720434170781521
kF4ju6j6aLE,5.869151880775962
0g9SlVdv1PY,8.768361384861011
c0bsKc4tiuY,7.413111777189998
6N3hffFYe_U,10.36520016929283
8HbvY1ZDhwg,9.823610164954719
f7MzFfuNOtY,8.158768786219627
mf5otGNbkuc,7.557370033571138
FX1HaV_qjOM,7.135042832611142
5ncOyYzOP3w,10.772214090183606
IHZwWFHWa-w,2.7506648600316135
LmpAntNjPj0,6.479831862102572
6H_9l9N3IXU,1.7270989056176416
r2Cd9gChRnc,3.7902634471665473
Ilg3gGewQ5U,2.6696050198465056
NaL_Cb42WyY,2.544959445690066
Z5bTMIdn8O4,9.784466775228726
hI9CaQD7P6I,7.763564469222672
BxpjA9t4dJE,2.8740950658232314
mQ-8gnnieRA,8.91326345087231
eTOKcxIujgE,9.760589481622771
dUFxaQc7B8k,8.250347301193223
STpKoVY2ri8,9.510142498946559
X32dce7_D48,9.220029481198807
IOZO13rdhwU,5.804100552440032
w1f6o1HQBvg,7.631010045614243
