videoId,subjet size
zttC2x9nMEw,47.5526757225976
RCXGpEmFbOw,20.73842463417659
bBrUrgNf5y8,38.28847528594771
PRSoRkM8GcM,55.45520430542403
pCON4zfMzjU,37.90085606268275
IesIsKMjB4Y,39.5420808598417
iR4CFiuR3tQ,43.94538648200758
x0MjZOR89Fk,32.42224362633181
VFWbuKr5-I8,27.274141471883468
eyqwLiowZiU,41.476293525039125
r15_6z9xryo,37.34002130681818
3SAxXUIre28,39.116651041666664
bf7BXwVeyWw,23.80434789811281
q7v5NtV8v6I,23.186361732598357
CeuIop_j2bI,40.524222325797034
p-MNSLsjjdo,28.610981302189842
TgA2y-Bgi3c,28.85128721386317
zNzzGgr2mhk,39.933945540935675
qaIghx4QRN4,22.918271891276042
F-nNTGK0wFw,38.80504853219697
opqIa5Jiwuw,41.02891478216999
kF4ju6j6aLE,23.29835494036836
0g9SlVdv1PY,65.45376957106906
c0bsKc4tiuY,27.970054343894677
6N3hffFYe_U,48.47837697723765
8HbvY1ZDhwg,53.12871549047133
f7MzFfuNOtY,38.60811812789352
mf5otGNbkuc,52.53815186040685
FX1HaV_qjOM,25.55060288242009
5ncOyYzOP3w,51.10092369844597
IHZwWFHWa-w,34.40026624945103
LmpAntNjPj0,24.834338450292396
6H_9l9N3IXU,21.152494741144913
r2Cd9gChRnc,35.08494658947429
Ilg3gGewQ5U,31.624389242348634
NaL_Cb42WyY,51.39405017314062
Z5bTMIdn8O4,25.027806411554785
hI9CaQD7P6I,20.356749734760804
BxpjA9t4dJE,29.768268732734807
mQ-8gnnieRA,37.98292623135288
eTOKcxIujgE,54.32989326131687
dUFxaQc7B8k,37.12839856422344
STpKoVY2ri8,38.93558928634377
X32dce7_D48,41.54011040953196
IOZO13rdhwU,52.341050657904496
w1f6o1HQBvg,59.60708912037037
CvKXdhB_y9I,50.02528389685792
6S66jorlkeY,49.25111679662118
VcOCCrKlXRM,62.708934294871796
8N1cKs9JRq0,32.88722237566638
wutztfYqk0I,38.649586687184346
5njUvlLWoRI,50.08658604725415
wEbiwj0CY4U,27.97807693741479
CTXcB8w5JQc,None
MFZsxoen5Y0,34.63884267296811
b617FReb9YI,53.33875726216412
K-HFRtLaxqY,37.88133409288194
5q7BSLylhTo,40.32698453490497
HibcMLxj55g,41.995946935705234
J2z5uzqxJNU,33.14572975852273
DWKe6i-ia9c,39.114256606867286
LGW12hBxUbs,44.05346325860507
7rULs35adVA,54.42573302469136
C6dpQWnRII0,54.7174178895877
74Tw4sm34LQ,57.49933067064607
pEnXNd2z9bo,25.861031817574787
bjUoQbSJDJs,26.222779827353396
xlBhqDOxolk,41.80627981735547
SnQNrYOvWR4,30.481002759176587
Zb18eEvBNh0,34.012721564180104
knMM9dRwIH4,35.02791974948079
r0_mi8ngNnM,38.42014578817437
9AVhwGKV2TE,42.77514311569535
HUbi0z0msrk,47.746678115670434
kCQ4m-ui6yQ,53.90353009259259
WQpwcU8FTZk,59.124765051078974
7QpJ_VDbIPA,57.90927624028955
nlJ4WIj3j24,25.147019531969782
_pYfw-_KfIE,50.820345380892256
joc5J-poAxg,34.04504721922893
ajTUqSXzZis,29.754926215277777
IiAVsYnHtwM,75.27744391025641
iBZaLPEhq04,56.30664524231678
Hnl4AyEO1I8,54.3917770458878
IUTGFQpKaPU,32.595078030646135
8dOM8EHJoCE,45.94564720743966
bXsv_F0kfrs,40.849790219907405
PJjXnkd6bUQ,54.47526765046296
aRdcptG365I,30.474424913194444
No-T6NIytFE,33.345727872197855
GWM0elaag2s,48.497764412477956
BxpFMrEAwqc,38.38630558894231
4QrGdzYiNFY,33.06273509837963
mAZ-gT0Ip-0,52.73183001893939
9_guNEfxTII,46.849213620580805
5O5EC06b-xg,36.33569993555345
W2sIvBq2iAk,19.501814709090098
AqcMAn10448,19.088057865061163
QlSShPVcxfg,39.99506933661146
-zCsllWJ3A8,30.312099915420227
fK8LrzzC4-8,25.147019531969782
UojBaKX5Vz4,56.02554333847737
Ev-QpxN8wPo,42.612898892195766
i5gxEhNDYls,33.55162024119544
NTe1FQY9gn0,44.62526101948303
alQ1hlfNI_o,65.15291466346154
YpcrlbmWgb8,38.87110925099206
igNgYtGYjys,54.95189950980392
NAx_gFh9BxY,42.77517754886313
zyQtN7Zbi-c,21.58236476608187
8P13-6Qt89k,69.80772033607681
4NGlnpZfXII,64.0736694972118
7bL4dmUdddI,29.17646484375
GfxzDd1wNxs,27.78677450011973
E8xXtoIm76s,42.07639692644033
elvOZm0d4H0,21.945937545211226
cpCXLf9E1Ic,56.0394065485714
C3ddWloPyPA,32.27627500460915
jFxtn_BQauk,68.80060579196217
FNofmHUX81c,49.92603758855332
uJ-c54cgDos,28.448262836936465
JT912hDAPro,33.0977896601776
jpZWQ8ebTuA,30.429500567244226
lw3c5d3aBSE,51.62585819128788
nsTMPkPCQzA,56.81926631221065
mcVvM4nhwNs,42.88873442606209
5sKah3pJnHI,30.900840007534068
KYG6nvG1dyw,35.36462069469882
3DQATvwX4aI,45.72267512077295
FtbiL1uwC9Y,46.81241466450962
ARP0bpKgvVg,31.7399311938317
xH5whVFwXw4,40.36706584069865
XMV3h9F6jq4,64.86332465277778
ylJd5sUbANE,60.68408347160767
cJXcK_P-zOQ,46.86075998751561
480PvTx2U68,38.71781055829678
jwhFr5Ax3Fk,24.937960551697532
HswySJvxeuE,25.912667542078626
Ha18O3B6Eag,30.80212279040404
2I-_SV8cwsw,18.723738128063726
bB52e6N8kjU,34.89551488903985
WqmbA5k-_Eo,24.04813335665423
-EtHF5ND3_s,37.788357204861114
u1EmWNY8km0,58.438879100500195
Q9Ybl-8S6-4,39.93504714002165
FQkaH5ppFek,57.97719226579521
HbNYuOTaYFs,30.252241137259944
nJ539VsNq2s,26.628385416666667
Z49hXoN4KWg,26.265826086264017
U8O8R8-XRmQ,46.43858319863506
YQGotj43PqM,38.852409456983025
HxOusn13fqE,52.23517975983796
XZSnRjDRrvY,31.482784219457013
_Y9EZcw5zaA,53.07374680385222
qPrxInnjdvg,70.42953205817949
Jtpv39DeWpc,32.345703125
y6fPilMJHsE,46.665891316073356
_BXYFubygkM,30.343458344391365
eIpFQGGuALc,35.36740811577916
5kpVl6YJzpk,71.20345406681191
AwAVQ0RiwPw,29.275120218805114
ecaGFISlQXk,47.87610541449653
MEysDZDzyIw,28.500916108630953
3dIbFvX_zCE,48.18721509482864
_ZB4aUMVKS0,26.746378235077586
d6c6uIyieoo,27.596326113651763
zLAMv1vDSgo,43.298292858673825
wLpOb7vYwk0,14.57240780651341
Am8KoqLFLHg,67.77454266332305
0toqxbv3tRQ,47.06415333261741
NCnYYuU-deE,14.045812413976476
oc0M1o8tuPo,33.715222446422004
GToOGb7B29Q,57.83734065829528
Xq4cTfoGJ-Y,21.379906063988095
QwlBZc9MrJA,44.254440135617955
xUqjJce6d88,41.71513136776829
At7OzVOtezA,12.911146375868055
0j4A2n3nRBg,60.321270636792455
c3lNmMxGDXE,19.045798972800927
kJzSzGbfc0k,28.19912140376984
RdV6Z4CbkXo,39.62507486138028
VMSXrxoP_cY,16.999149234012517
vQOby7llvjY,59.983914667508415
kUXNIkptIIk,34.25008021635497
onzBYbPZwg0,46.1316554955896
zPFGCvPF9mY,40.840581597222226
FkdGNi94OYw,70.42050264550265
-dhHrg-KbJ0,26.553523464768762
AhPQdOdnM2M,36.891284809904604
2nAnT3PASak,32.512046950017144
qfsXr4Wirj8,49.68343478509374
2nssGKBJbaM,58.71467927631579
sD0NjbwqlYw,44.172401279000205
81pTSn6xsJA,40.57417709108383
PRf6iP-v6vI,17.32106300636574
KPpC3qVE5PQ,61.193502286585364
Y4WObfOWNys,54.09472966269841
VTveQ1ndH1c,34.37945378175256
PltkCwau98w,59.86557560437006
Gp3AORwr7bU,62.64023694974105
yZ0IwscaGCM,69.03180136337124
JI7hCC4Mv8k,62.25171343801824
YRgM1wSwtN8,42.27990359042553
mJz1DUUZ4VE,28.666022663288288
GItmC9lxeco,44.768508039654726
K4CoMMxQ_R8,40.68412764257621
WIUO8FDaLJA,26.62291599548969
0uYOC09peyk,61.50929454607046
bTn66fbOtOA,35.282458204732514
QKnPsHAWrpw,65.51369624349151
ekr3xXj6Cws,68.7850169324417
Oz_9PMI8U0Y,36.85991344012054
xBzO_tFkvkc,27.94321590470679
kagWliivBao,30.6928995858394
0Oazb7IWzbA,27.702790043780194
Sl3sWe53YXk,21.086334228515625
AkSPhZsXXqo,30.233668325535547
SPmKyg0249I,41.00815579352251
Js5TSCCK3bw,17.66923417558183
rwFKa-dm4oI,29.338447572925368
YmCZglIgkCE,50.24288362886138
O4ndIDcDSGc,36.34518722970725
hzpCwzaP38U,33.89071645165237
GwkwMYgcttI,63.01312082342281
LIZ78RwhSPc,33.72465587797619
uFczjcxFDpM,32.85573881172839
iFuR97YcSLM,33.89913687657828
ZMZOk2i1TBY,85.42554930922987
B9KITthfxS0,48.88020043679157
0HzxqWBSudQ,33.71201774691358
Ldi2ovn8E64,35.206856863839285
7DGH7IqGytM,38.88610809494879
FCSaXPYJ1zk,65.4356054779067
JGDoLc6ndWo,27.05728654841457
WYijIV5JrKg,30.18217536640577
t1Kcbba04Xs,37.897616916232636
azHtcHDDeXQ,29.222024122387868
TqRUNHhxdVg,39.60820859578229
-XZjgAh9BjM,24.68428798375135
7lhVUedc1a4,42.23778552219499
MysB4SfoWJw,51.04118653974616
xQHUHMeyT-4,32.55943899836341
haqgNwPVrso,29.758139664877945
5FUo-83-U3Q,38.06915877591124
1uKtNlPLPZw,33.546073507528014
0C5UQbWzwg8,18.967040320067664
MNnJE8ZFo8Y,41.745930989583336
y_1D9Tq8fI4,27.396321614583332
wuzUbVsVR2s,32.19635687934028
ndGiKVDgbHI,29.31186252170139
Q0CbN8sfihY,16.394559251792113
WR7cc5t7tv8,30.955091688368054
m8e-FF8MsqU,25.152032230062723
kYzz0FSgpSU,32.13086987567204
fn5WNxy-Wcw,32.9374755859375
A2WnsyLv5Bo,16.033613901289684
Qaj32KnlMyY,27.819618999094203
