videoId,subjet size
aircAruvnKk,26.526512802879992
_QdPW8JrYzQ,34.659180607050374
OWJCfOvochA,45.809520232371796
ZS_kXvOeQ5Y,35.44552530819337
x7qPAY9JqE4,25.259855512409597
9AThycGCakk,33.937443737139915
-ruC5A9EzzE,31.2182493639989
Lj1a8rdX6DU,43.751958461407106
Zh3Yz3PiXZw,39.54985696811869
bNpx7gpSqbY,28.87261686599794
kUr_gdKQ8j4,54.76466870802808
h0e2HAPTGF4,36.428842583243586
0hVuCWfyHP4,44.066731770833336
QHydkEARVKE,62.867302416637365
nKW8Ndu7Mjw,23.507354736328125
BR9h47Jtqyw,29.47940945095486
w82a1FT5o88,27.72316090965671
pvf0zSh3rDo,38.06852464536378
MfF750YVDxM,39.7732103587963
OoEpfb6yga8,63.90154533477827
e8QY0NDWqzk,32.20809273097826
EtJy69cEOtQ,25.14796820746528
rmf04ylI2K0,38.33095581134944
XZmGGAbHqa0,41.81979955808081
QxuibIaQmsw,39.76454920950892
uAWWhEA57bE,56.8358959880485
4DgTLaFNQq0,39.75420149773598
YFl2mCHdv24,42.63360746407214
dspdToaROn8,39.454946469907405
FHVuRxJpiwI,31.063954216781216
bcjSe0xCHbE,38.9400423393479
9s-vSeWej1U,46.564263030501564
1z0ULvg_pW8,19.86300327715356
BgQFJ_UNIgw,38.60693824347684
2-Ol7ZB0MmU,33.35452845018351
711VklH-4fA,31.01734591169477
d4EgbgTm0Bg,31.63922800850377
yuD34tEpRFw,28.01969565446128
wCrtk-pyP0I,36.74284939236111
AD3K8j12EIE,34.769292995364914
kqSzLo9fenk,25.06012358775733
aDW44NPhNw0,28.52919160103714
qWcfiPi9gUU,40.33867041744403
FTr3n7uBIuE,43.511682842638635
TnUYcTuZJpM,33.255900804924245
trWrEWfhTVg,43.33698938963499
IpGxLWOIZy4,20.35903778030473
0JDoll8OEFE,38.11015226403061
liJbB_0eCTo,34.93586033950617
lfo8XHGFAIQ,36.08396535105519
G7oolm0jU8I,42.53756062610229
63NTeLmDANo,43.29148235350076
kJzSzGbfc0k,28.19912140376984
XKu_SEDAykw,29.776034908448672
5F28PzoeDn4,41.51499051621122
SAsWFgpvYhA,35.08452882455065
t6rHHnABoT8,28.706004727468027
3FxdPlqTVXw,43.99215079912173
c8_BIamLESg,46.83871972934473
rojft7g2BSI,21.4597559295987
E39GIysMevQ,39.555018500982044
-Yh2QGJBd2U,42.33961588541667
TRzBk_KuIaM,29.1043030142087
ssdyoPpDEys,42.119783629115226
I1hFKCFT8bQ,37.23763555726721
ZPw9dSV6y2c,28.365701071535245
78-1MlkxyqI,40.492868134469695
_4ruHJFsb4g,27.260585709064326
R0bVxbRCd-U,17.917908468364196
j6B-HYsvkvo,42.763903014053255
MTY1Kje0yLg,44.69006528501158
mV_Z3Zx0xIs,43.2676035563151
P4Rzd21U-1c,36.84142972571628
bjMqJ--aUJ8,25.8257347020934
ZZZ7k8cMA-4,33.60485512452107
NtxZeDYuEZI,62.31553819444444
Yl_FJAOcFgQ,44.78473637530193
ghMZe9NRAgY,33.25615605221519
R1vskiVDwl4,20.54081092395587
M624T3PTggU,84.41007254118666
AL1-Xd2HTWU,63.58609636662679
kLBDuWvcy7U,37.599754845848594
esmzYhuFnds,33.60364197848136
zn1SJOPgewo,34.644253523892196
Y30VF3cSIYQ,40.92460317460318
D1R-jKKp3NA,88.14160561660562
mbDipVRt5aE,52.22940668295091
TUSxq7KoTsM,33.23000492728256
XIXvKKEQQJo,24.38101325757576
aDhTeLWJBxI,28.227613489646007
4yzaG0Ia_fs,68.36758721891535
KzG-mJgj-E4,69.70546956126688
Q0jeohWnmAQ,59.90631156854713
a5ZwNfzusLQ,30.0377681671627
i1AHCaokqhg,30.137663113284777
9tnLXvr6cLM,44.93320417085007
wlk1DLm-BjU,62.89454658250302
q9tYsvRg1as,79.84445631330057
gIR65Mz8mHQ,63.14249639249639
7UeRnuGo-pg,49.07511765556917
zORUUqJd81M,21.110545213649655
q7prQTS_N3Y,23.792492223668983
1-JAx3nUwms,22.020628674195546
8FHBh_OmdsM,27.37841141710953
d0yGdNEWdn0,32.3056420678491
w7BMaG3zyVo,37.380842141544115
LIEuU8CZjGQ,29.671146635202835
wcKyq-e-Soo,23.220087826797386
tI8ijLpZaHk,40.08603113099238
HEdPX8pt_DQ,29.75166744656033
pkdgVYehiTE,38.931400067151465
7bE2mI4ePeU,39.79862593446418
aJdUVRAKmB8,53.52385771780303
G2_Q9FoD-oQ,35.52175298659674
XF3P3KRn7EM,73.58376516905163
rc57xiKQal8,74.59555543499228
kE7D7qFayVg,35.54800333487166
X5846PYLWIY,55.244245296770764
DxbMzZ5a2Zg,40.375060193633416
pynDvIsLoU0,34.769759024908176
MHTa3aDczCk,78.95325915404041
wKpZXVz-Jvs,66.53291502035441
QoqohmccTSc,31.406446668836807
qiN67V5q3C4,20.340068778606376
w-eX4sZi-Zs,58.05677836301128
Nn-_8IniOVk,47.168747169384055
QaoVWtLX038,40.779134114583336
cC0KxNeLp1E,27.26986563918937
MmfikLimeQ8,29.488438498031787
MdZAMSyn_As,27.33563910590278
677ZtSMr4-4,28.996047111050196
bKjH8WhSu_E,23.403615777419144
KMX1mFEmM3E,16.686790037895758
LooL6_chvN4,39.7931451463161
0NAvTEQ9eXQ,47.52716148670116
Qmla9NLFBvU,41.30420138888889
fvPddKyHxpQ,49.05549382932064
SWZ_4YBFBhs,29.890275151986952
uD3p_rZPBUQ,28.00239638741135
r6UcW9xLxwo,29.92161738545644
CMGpPI0QocY,29.746887703252032
GhlLtd19szw,40.56206843828914
CIx0a1vcYPc,31.804557894483025
pasyRUj7UwM,27.020695714769648
iphcyNWFD10,38.83097971906566
DRxAVA6gYMM,27.50884174340781
oAHbLRjF0vo,53.35461296044686
4fuHzC9aTik,37.59019168962351
zUrDUxh5xS0,18.621768904320987
ENK245mtPTo,32.956477141203706
9KABcmczPdg,29.247726004464287
Iy7NzjCmUf0,23.81441265018739
sj8Sg8qnjOg,23.782132878908623
-eQaF6OmWKw,32.692652345731865
A-QgGXbDyR0,27.74338107638889
9hUIxyE2Ns8,21.604550324378653
R2NzN1ew9j0,36.84471394541344
T0Z73Zbtlyg,33.47038198828563
iM_KMYulI_s,47.065778718171295
RF-Mqs2qC-M,43.027040712587585
TclUk6-63QQ,60.599298668767936
PuSkexkHRb0,31.298316592261905
79_IsTV8X-c,30.552822438607084
1zdZG6KFM0g,37.00781354837628
PX5-XyBNi00,32.27112111773204
FXATwX5bVp8,47.14746636284722
Xjq_ow5DrWY,19.786668831793687
dFT2IKmwyfg,37.82993780022974
kCC8UIPrASA,41.14188733719984
