videoId,voice_frequencies,non_voice_frequencies,mfcc_shape,mfcc_coeff_1,mfcc_coeff_2,mfcc_coeff_3,mfcc_coeff_4,mfcc_coeff_5,mfcc_coeff_6,mfcc_coeff_7,mfcc_coeff_8,mfcc_coeff_9,mfcc_coeff_10,mfcc_coeff_11,mfcc_coeff_12,mfcc_coeff_13
e8QY0NDWqzk,4.387683451507938,2.2525196302308164,"(68555,13)",19.46036014,10.95999081,2.3793408,2.5367246,0.62180567,0.39534006,-0.34751336,0.26947896,-0.14502031,0.033590800000000004,-0.26193975,-0.10112957,0.02823675
EtJy69cEOtQ,0.7741354299607208,0.31816037966479005,"(139988,13)",18.44990609,8.73903779,4.11133142,3.47023852,0.73280873,0.34208131,-0.50995458,-0.96636642,-0.55155961,0.08450935,0.17703901,0.56091042,0.10378321
rmf04ylI2K0,1.3335676890451107,0.6720988750003621,"[84276, 13]",16.4923803,12.6705852,2.04882979,1.95745406,0.620707683,-0.643970785,-0.563711738,-0.39674759,0.320206239,0.132958994,0.009098421740000001,-0.0506693841,0.2709536
XZmGGAbHqa0,8.458860864491049,4.2092583503745375,"[32766, 13]",19.95597689,11.17062498,-0.17923029,1.94836946,0.27086515,0.38915476,-0.10903132,-0.19330515,-0.3713116,-0.02446911,-0.29568691,-0.08239846,0.23810639
QxuibIaQmsw,0.42563775578147545,0.22174577046752256,"[286039, 13]",18.67262726,11.72364732,2.94276777,1.78865138,1.2953421,0.19272814,-0.61746371,0.03731896,-0.36909605,0.14046428,-0.02781791,0.46601435,0.16957518
uAWWhEA57bE,2.01819768518841,1.0029237573532113,"[121350, 13]",17.9324794,8.27337097,0.8647102040000001,2.47074389,-0.44116128,1.06143581,-1.6665479,0.737877963,-1.93656937,0.7245528859999999,0.0143478604,0.545543613,0.7454455
4DgTLaFNQq0,10.723083345737834,5.396047582473678,"[39585, 13]",17.871599399999997,7.59355243,2.01507993,2.48935121,1.86419709,-0.707127478,0.7443982859999999,-0.49835362200000005,-1.00110558,0.586063301,0.240592969,-0.18238922800000001,-0.014894672
YFl2mCHdv24,3.6717672069998137,1.801910595304164,"[72003, 13]",18.44119423,7.12036199,2.55500301,2.96662993,1.46338229,0.64407165,-0.16990153,-0.11182553,-0.3816395,0.63324127,-0.31052964,0.83827179,0.56226722
dspdToaROn8,1.656693667949042,0.8304661245578273,"[37429, 13]",17.81640366,7.16487365,1.14122051,2.30081065,0.99886514,-0.63152505,-1.01285379,-0.30792191,-1.25444961,0.16529811,-0.06005366,-0.02136055,0.05155854
FHVuRxJpiwI,1.0065879437568106,0.4939434992369575,"[48409, 13]",10.95621415,9.2861858,1.51476168,1.46353431,0.07123435,0.4282311,-0.84480482,0.21138524,-0.2311494,-0.15126279,-0.45587326,-0.31197620000000004,-0.04184107
bcjSe0xCHbE,2.6632591435180717,1.3220766103539212,"[58355, 13]",18.081411199999998,9.31282927,1.63763461,2.68445832,1.08565186,0.61348405,-0.33361495,0.31898839,-0.64921171,0.69505199,-0.3037165,-0.60922494,0.23158743
9s-vSeWej1U,2.7958403507592497,2.2157666609967146,"[18636, 13]",18.734868300000002,10.4066011,0.7439054490000001,2.95191028,-1.41452274,-0.640813201,-1.81508472,0.712362554,-0.734497744,-0.0945326526,-0.735652933,0.0132303547,-0.651066616
1z0ULvg_pW8,3.4430107940376717,1.7337326758749003,"[44108, 13]",10.99366671,7.58686736,1.87703915,1.49304117,0.75625497,-0.34514118,-0.61792764,-0.28328524,-0.47413873,-0.27568075,-0.26159671,0.40654661,0.21535376
BgQFJ_UNIgw,5.424939431710922,2.8154545964435047,"[33518, 13]",19.98286145,9.32192464,0.66702955,3.37112754,1.19276287,0.45025075,-1.02120347,0.78855671,-0.82391114,-0.26567736,0.12857474,-0.09293068,-0.10138937
2-Ol7ZB0MmU,1.2064383834968664,0.5721397686241834,"[192716, 13]",17.74734422,8.13712098,-0.85911439,4.0495981,0.70923182,-0.84393882,-0.84641263,-0.12502884,-0.73783935,0.02400252,0.18980343,-0.12737256,0.15080405
711VklH-4fA,6.135975624031191,2.9501337236281038,"(128281, 13)",19.2839299,9.70181781,1.64922137,3.05697715,-0.0109171058,-0.108192734,-0.7851637779999999,-0.168271845,-0.09451755710000001,0.11628235199999999,0.0695176363,0.531078805,0.0759860234
d4EgbgTm0Bg,2.182471347344585,1.046152888493617,"[191038, 13]",18.86381577,13.27492659,3.95852654,2.79867025,0.71595127,0.38129569,-0.99604678,-0.55320282,-0.25642352,-0.07459323,-0.50014341,-0.29962184,0.04000503
yuD34tEpRFw,2.8893129483019195,1.5198812207263583,"[49432, 13]",9.65298738,7.15134583,1.63256869,3.31682288,0.32683644,0.70920037,0.07380963,0.16409398,-0.09862318,-0.15459899,0.14035317,0.1611885,0.03549257
wCrtk-pyP0I,7.59655980704641,3.752877219756562,"[49525, 13]",20.22102189,9.81735645,0.5946292,2.53706353,1.45754063,-0.17264385,-0.86356586,0.08145293,-0.60749301,0.6338353,-0.06121278,-0.38119757,0.31428586
AD3K8j12EIE,7.620545287307951,3.666670092498781,"[211789, 13]",19.17229362,10.35719768,0.3640261,2.39014675,1.19682856,-0.98465052,-0.5195835999999999,-0.3494442,-0.1467417,0.44994178,-0.3061793,0.35478644,0.37954746
kqSzLo9fenk,4.61164088399151,2.476036805177139,"[196571, 13]",15.99210459,9.06777067,3.10661384,2.16932623,-0.22828420000000002,0.03766921,-0.72360321,0.22410935,-0.23109859,0.35202572,0.42143326,0.28791002,0.35692545
aDW44NPhNw0,0.21919744694030224,0.10800435487774518,"[268258, 13]",14.693463099999999,7.99883648,0.0910839195,3.71483673,0.298045145,-0.135225481,-0.514329168,-0.49356115799999994,-1.62170658,-0.934018749,-0.013533898899999999,-0.08800926140000001,0.9710473390000001
qWcfiPi9gUU,7.6003420487843805,3.5392806963908554,"[66595, 13]",19.2146147,10.6669908,2.58925799,2.02199399,1.4329051,0.33958432299999997,-1.33429843,-0.122739251,-0.110553296,0.12254354199999999,0.0115309734,0.22602614699999998,0.415757627
FTr3n7uBIuE,4.32535470346423,2.0758501843305748,"[276359, 13]",20.5335861,9.25949213,0.6135498070000001,1.36835125,1.07685491,-0.665165255,-0.920839197,-0.26134662399999997,-0.0104754588,0.266918169,-0.144324343,0.6218036,0.48857620799999996
TnUYcTuZJpM,15.728404307127061,8.322048898098288,"[82402, 13]",22.2936727,9.39625272,2.23029138,1.07515516,0.851761305,0.18672556399999998,-0.7938491520000001,0.80301344,0.319264778,0.347517249,0.268519919,0.0195612228,0.532689345
trWrEWfhTVg,1.9575569891301523,0.9963469601265752,"[120606, 13]",19.00300996,10.47334453,3.39350611,0.97605802,0.51105532,0.25944835,-1.49288963,0.52774521,-0.7715265,0.36700999,-0.33820335,-0.047839599999999996,0.02897093
IpGxLWOIZy4,0.8566366050457734,0.4202615100307684,"[185260, 13]",16.02456685,7.90225693,0.77859927,3.54101142,1.24513261,0.19394889,-0.31881561,-0.65836341,-0.50124014,-0.17883684,-0.68440474,0.06252861,-0.13406168
0JDoll8OEFE,2.620103511632935,1.352486891497747,"[73226, 13]",19.32894758,9.09627606,3.67016774,2.20954584,1.28913606,-0.36282217,-0.84579366,0.9174785,-0.5793017,0.12859183,-0.28262248,0.11611236,-0.1819949
liJbB_0eCTo,5.135299946638667,2.483391579521073,"[80961, 13]",19.96913808,9.20655207,1.69501292,3.40169239,0.61316081,0.14101747,-0.51489495,0.36197163,0.02484657,0.14133410000000002,-0.15790982,-0.07276196,0.19782581
lfo8XHGFAIQ,6.525614045477048,3.1875661773816395,"[76751, 13]",20.87056577,8.76739269,1.06713399,2.76567863,0.92884505,-0.88052523,-1.0456691999999999,0.39751759999999997,-0.91539204,0.60290308,-0.81056448,0.16610996,0.40914612
G7oolm0jU8I,3.8549122204883854,2.0511595210885005,"[34654, 13]",18.50701353,11.32570243,0.31298729,1.64058467,0.91406549,-0.21820131,-0.68337138,0.24500173,-0.05815539,0.30728651,0.0580372,0.02566882,-0.0785413
63NTeLmDANo,4.247428055342228,2.151428517061741,"[72821, 13]",20.64103376,12.71074047,1.07995306,1.40078951,0.26713532,-0.96612926,-1.17268632,-0.21261758,-0.14776364,-0.03510219,-0.46905272,-0.24393769,-0.14155692
kJzSzGbfc0k,4.114644603777295,2.073742065421273,"[87123, 13]",19.5893766,9.50793975,2.522645,2.3745514,0.232258529,0.550108654,0.107868832,0.569838507,0.41669689200000004,0.184738333,-0.13191096900000002,-0.00497125889,-0.12477832300000001
XKu_SEDAykw,0.4273469269142683,0.21120606213719406,"[144143, 13]",16.99087095,13.22260486,1.93912455,1.73460761,-0.14369402,-0.10349083,-0.93977315,-0.35143022,-0.0761812,-0.08497725,-0.22201482,-0.20015883,-0.04508668
5F28PzoeDn4,2.0548177038486384,0.9217276679151084,"[153651, 13]",17.87112066,10.09780188,1.75416037,1.46395087,-0.20601955,-0.67330219,-1.61197783,-1.56160798,-0.85298395,-0.17862097,-0.19658108,0.27415986,0.10241958
SAsWFgpvYhA,8.145069686920529,4.02231192156454,"[84795, 13]",20.52178334,8.20280869,2.58016507,3.9956758999999997,1.09987382,0.17488693,-0.74774934,0.60735939,-0.55252922,0.27162708,-0.40585383,-0.27101476,0.70081063
t6rHHnABoT8,4.7613233059202775,2.398913392481464,"[69249, 13]",19.6948804,11.171345,3.69611071,3.44779083,0.7999258440000001,0.261888119,-0.114838806,-0.111355475,0.128174136,0.549141871,-0.19848647100000003,-0.00976157771,-0.0692452441
3FxdPlqTVXw,10.971896256569972,5.731496727176332,"[67746, 13]",21.15983974,8.84166597,3.29255184,2.9563537999999996,1.20584405,1.14474798,-0.04572697,0.59589404,0.18957154,0.17680761,-0.14675184,0.05628489,0.48381540000000006
c8_BIamLESg,5.1541322620134595,4.459068457822572,"[38968, 13]",19.56968287,11.77844561,1.00652999,2.45858541,-0.43953248,-0.25862981,-0.75499027,-0.28901485,-0.42142154,0.09831532,-0.03034357,-0.0459862,0.05753405
rojft7g2BSI,1.630483545777306,0.8265885772857058,"[239456, 13]",18.16798487,9.75505367,-0.39768973,2.08114096,0.6518531999999999,-0.55100957,-1.16892468,-0.02201744,0.27131999,0.48970401,-0.09456885,0.12591728,-0.30599829999999995
E39GIysMevQ,3.57274702062832,1.8415281999179265,"[49031, 13]",19.26277733,10.14901905,2.08244842,1.58242068,0.29884465,-1.29844518,-0.659906,0.71669891,-0.95951927,0.23238186,-0.06645245,-0.35543109999999994,0.1073883
-Yh2QGJBd2U,7.940614131531488,4.014523048641235,"[49749, 13]",19.7985411,9.16215945,1.72944456,3.83316344,0.8139167340000001,-0.577595072,0.789068586,-0.256020297,-0.21999107199999998,0.283910173,-0.131797048,-0.0019200666899999998,-0.0766850487
TRzBk_KuIaM,0.2302819058219545,0.11445925562694922,"[75792, 13]",16.74260698,8.15376209,1.26815478,1.49620848,1.39342105,0.83086465,-0.87341922,-0.70489829,-0.43315884,-0.10209242,0.24937412,0.46400871,0.52485686
ssdyoPpDEys,7.689314226380638,3.872987029934492,"[40318, 13]",20.512660500000003,8.9562222,3.44481946,2.15678239,0.251829756,-0.0995645673,-0.8576519220000001,0.692054935,0.008760375490000001,-0.0695074796,-0.477957171,0.0586168214,0.18536528100000002
I1hFKCFT8bQ,5.782674295423527,2.871652796309525,"[70878, 13]",19.82118699,8.62744383,2.54595981,3.12341489,0.61440176,0.05879209999999999,0.40805659,0.4785534000000001,-0.41431516,0.51463222,-0.13647788,-0.10070264,0.36652941
ZPw9dSV6y2c,7.380671384270581,3.7329243915499375,"[46331, 13]",19.59599478,12.7883257,1.28956838,1.16249028,0.70346723,-1.01653536,-1.05211572,0.18762485,0.23739683,0.32806978,-0.05651608,-0.19688764,0.09519223
78-1MlkxyqI,2.5665026273924436,1.2687157318384783,"[21862, 13]",14.610617900000001,7.78847556,-0.975235235,0.25312113199999997,-0.33704851399999997,0.6198382179999999,-0.7083437309999999,0.00373824937,-0.144910196,-0.36992094799999997,0.25347856,0.022482840499999997,-0.11542341800000001
_4ruHJFsb4g,4.067991250696428,2.042184387228746,"[47135, 13]",19.69945934,12.47587693,2.36884006,0.74665522,-0.25578850000000003,-0.58878815,-0.77645332,0.02652098,0.35207306,0.37452213,-0.17713149,-0.26263308,0.11912484
R0bVxbRCd-U,0.9104861135709548,0.4371511966950601,"[17888, 13]",17.12473071,10.46624049,0.49401783,2.87949179,0.8522973,0.02797787,-0.65895069,-0.53277708,-0.06570501,0.52931318,0.61128315,0.89433343,0.09781522
j6B-HYsvkvo,26.584075185861764,13.662183716673963,"[84226, 13]",22.5032229,10.808647800000001,0.6766481440000001,0.902712205,-0.252188433,0.42691772899999997,0.193884296,0.569311868,0.2590323,-0.0486089092,-0.159833574,0.00516846823,-0.045212828
MTY1Kje0yLg,0.5364173362473365,0.2728971889454598,"[59726, 13]",16.828624899999998,4.13791545,2.38950819,1.06840593,0.08336410000000001,0.17188345,-2.35908409,1.82961277,-1.39622629,1.05741514,-0.8006367,0.14067905,-0.7392685
mV_Z3Zx0xIs,5.521791199230906,2.791219862989561,"(31544,13)",19.195121899999997,10.0386135,0.786174316,2.06748745,-0.483777752,0.362578323,-0.329256225,0.8322932009999999,0.103809476,0.0068601486,-0.133972591,-0.23666513,0.202661015
P4Rzd21U-1c,6.744864659241527,3.3366412377507233,"[79405, 13]",19.99938586,8.5336021,1.7782401,1.8617511000000002,0.36072112,-0.06237613,0.25596871,0.22265985,-0.14196492,0.20497363,-0.53607999,-0.09225836,0.13455597
bjMqJ--aUJ8,24.477408564032068,12.41637150493634,"[34351, 13]",21.38778193,11.14076115,2.21387258,2.64295736,-0.07485753,0.28616382,-0.06021733,0.92510996,-0.17574077,-0.11794695,0.22158397,-0.29550329,0.58047728
ZZZ7k8cMA-4,4.648859560690938,2.5328299301446373,"[86935, 13]",18.38576592,9.86366034,-1.44029511,1.78789717,1.12514462,1.24836623,-0.78485292,0.21137497,-0.18530253,-0.20679654,-0.18722036,-0.04485738,0.72228459
NtxZeDYuEZI,4.077579017398115,2.0390670011345984,"[22472, 13]",19.23116669,10.10938681,-3.28108277,2.7706842000000003,0.12182153,0.31210281,-1.02841396,-0.39339142,-0.8707710999999999,0.69708848,-0.39869664,0.14117706,-0.24385988
Yl_FJAOcFgQ,1.6883651043857526,0.8412248691290559,"[45656, 13]",16.09475298,8.49695362,2.50879062,2.1452822,-0.28399634,0.65906372,-0.99354992,0.60791071,-0.22379347,-0.08480631,-0.32368444,-0.10075014,0.02738544
ghMZe9NRAgY,17.981900130057348,8.926585040005627,"[39358, 13]",20.854044899999998,11.889515199999998,0.900674958,1.83417585,0.135946879,-0.0747116095,-0.551394942,0.5059255229999999,-0.0191591398,-0.0402605255,-0.06762219950000001,0.09858920480000001,0.0669835453
R1vskiVDwl4,3.09348750821195,1.5913666251375955,"[70412, 13]",19.92228183,9.52933645,-2.09877669,3.24797188,0.44592104,0.44068276,0.42890288,-0.16287182,0.39406275,-0.10617733,-0.19250051,-0.31391641,-0.08768286
M624T3PTggU,25.475005570400356,13.151808321119116,"[149221, 13]",18.47616129,4.84134291,-2.10200299,3.94201773,1.01764425,-1.01125196,0.03394623,0.23449852,-0.81850476,0.27593541,0.05491892,-0.03839255,0.37779139
AL1-Xd2HTWU,1.9609611248138192,1.0372574603265607,"[104436, 13]",11.73654499,8.68963313,1.92387793,2.56573616,1.21540124,-0.29702238,0.16350577,0.1738119,-0.30338537,0.23525543,0.29409634,0.13397073,0.07237927
kLBDuWvcy7U,1.5975782005824628,0.8421408971894806,"[45274, 13]",17.19580582,7.81660924,-1.74737342,2.80195784,0.77329521,0.58268745,-0.53695042,0.09473403,-0.17282964,-0.03480095,0.13310712,0.28642786,0.13924301
esmzYhuFnds,0.10180528792337673,0.04874392242734008,"[303937, 13]",15.527614000000002,9.1733142,-0.952186124,0.24812092100000002,1.07427289,-0.270131771,-0.9319240759999999,0.0651552659,-0.09711341710000002,0.19785359,-0.00317693615,0.440586428,0.29099076100000004
zn1SJOPgewo,0.966295713168074,0.4827235501667375,"[209962, 13]",18.27943827,7.67597113,0.90842399,1.0328113,0.817905,-0.58687713,-0.43299308,0.21427190000000002,-0.72919145,-0.66292507,-0.13124149999999998,-0.13724904,-0.03397071
Y30VF3cSIYQ,1.2179617147431017,0.6558100917785507,"[52479, 13]",18.27686896,11.0500931,3.34575496,1.73398705,0.93992906,-0.02761364,-0.63979817,-0.12954319,0.03643681,0.28575225,-0.1232617,0.28829116,0.12588098
D1R-jKKp3NA,1.3273814270151132,0.6662084692838909,"[87362, 13]",17.05709425,7.05199518,1.8252509,4.13909524,0.54816103,-0.70518475,-0.93928273,0.83555801,0.49125675,-0.25832132,-0.13963174,-0.38702377,-0.10429449
mbDipVRt5aE,0.7758328370343491,0.3922751997960253,"[54267, 13]",17.28677827,6.81397621,1.55238155,0.58557173,0.39219083,-1.35310274,0.38971165,-0.23610602,0.57381512,-0.22402037,-0.65038444,0.29821777,-0.59462996
TUSxq7KoTsM,0.6673501791016765,0.3363788836207432,"[121827, 13]",16.57022501,10.29729331,1.4425938999999999,0.06319891,0.38221613,-0.90377418,-1.41648984,0.93278439,-0.04374344,0.16164234,-0.20972614,0.0774397,0.12843318
XIXvKKEQQJo,0.3479041060221377,0.1686691665198538,"[82477, 13]",16.98066281,11.29684726,0.18261259999999999,2.15616183,0.50448096,-0.56528864,-1.05916736,-0.12708819,-0.20654629999999996,-0.0488318,-0.16275596,0.21949438,-0.08869423
aDhTeLWJBxI,2.9845855616881987,1.4778561107981982,"(229237, 13)",16.801892000000002,9.58722719,0.396898824,1.23542939,0.27049631399999996,-0.0299257877,-0.552852936,-0.0785428355,-0.132048632,0.214710047,0.0135045216,0.33654235200000004,0.170527079
4yzaG0Ia_fs,1.575623838531696,0.7733630895919474,"[262392, 13]",13.404137099999998,9.25586907,2.13798004,2.71422308,1.22707221,-0.297785536,0.17208413,0.00372269559,-0.246233024,0.132045101,0.25073004600000004,0.127002619,0.00856348811
KzG-mJgj-E4,16.646056791557893,6.964932488254392,"[53236, 13]",18.60085308,6.96781506,0.21603516,2.68009518,1.42698973,-0.39293303,-1.00907032,0.29509755,-1.13600683,0.30516244,-0.05128735,-0.29727997,0.29062077
Q0jeohWnmAQ,26.862675559643694,13.398445223566187,"[88530, 13]",20.763148,0.965198533,-0.17690737899999998,1.46634092,-1.24300411,0.436451971,-0.007746480909999999,-0.993928888,0.379742993,-0.37227444,0.101148136,0.324933668,0.228444452
a5ZwNfzusLQ,8.616192358363119,4.691186589437526,"[41580, 13]",20.8368005,9.43671959,-4.27288215,0.750028171,-0.821843839,-0.674049738,-0.577546229,0.711584543,-0.215832878,0.497882221,0.0756504893,-0.28461518,0.019472477
i1AHCaokqhg,4.999600034261966,2.6164634958842727,"[122933, 13]",20.47376843,11.06608663,1.65462913,2.01165418,0.35424332,0.46928613,0.09444989999999999,-0.10300610000000002,-0.43741329,-0.04631088,-0.53669399,0.24414443,0.25299863
9tnLXvr6cLM,0.6132973977827221,0.3067671731296594,"[82565, 13]",14.61581295,8.64715735,0.58110394,2.43655153,0.39248066,-0.17928484,-0.04677927,0.87448708,-0.68344954,-0.78214344,-0.16329649,1.01252289,0.66239253
wlk1DLm-BjU,2.4052406886636577,1.218600679664308,"[45766, 13]",6.83163625,7.50381476,1.71188204,2.07826614,0.387203955,-0.756136947,-0.55671644,0.19653738199999998,-0.546688805,0.00121860995,-0.056953230199999996,-0.0888415885,0.0766420652
q9tYsvRg1as,2.2290396608312317,1.1158005989609672,"[186035, 13]",7.10419729,4.65828809,0.37680653299999994,2.6817366,2.1484809,-0.8944398179999999,-0.691787247,0.191827838,-0.211225312,-0.16914781,-0.188687522,-0.0051474741299999995,-0.17641084699999998
gIR65Mz8mHQ,1.5756796851379071,0.7797607157583667,"[76899, 13]",7.418973299999999,7.04683384,1.67546791,2.4349031,0.5263691,-0.70308413,-0.52534953,0.29145812,-0.51115228,0.03028858,-0.09101758,-0.01329769,0.0715077
7UeRnuGo-pg,1.8498188457015765,0.9227631674886624,"[152866, 13]",18.94242881,13.31227683,0.76985084,1.20669125,0.43127426,-0.49171839,-1.47285593,-0.13588065,0.07129889,0.33811039,0.0672917,-0.19480043,0.17864588
zORUUqJd81M,2.5364949627552784,1.2569361879559064,"[104115, 13]",19.881771399999998,9.53235761,0.8162805740000001,1.68537463,0.45937742600000003,0.253398725,-0.976454032,0.0198212248,0.19705165300000002,-0.0492978149,0.054302945899999996,-0.0703607679,-0.252215304
q7prQTS_N3Y,4.408405305647777,2.2638144551173442,"[119972, 13]",20.1115984,12.4574748,0.510827944,2.11890218,0.132561255,-0.0101447614,-0.27756435399999996,0.28725227600000003,-0.308692939,0.000684589698,-0.31038311,-0.009151121529999999,0.163558318
1-JAx3nUwms,2.0116644146229317,1.0058211975081424,"[100667, 13]",19.594412,8.97788556,1.55631351,3.24772101,0.08762134810000001,0.19201711,-0.152288166,0.785542092,-0.17245706600000002,0.16374081,-0.271239819,0.20305725800000002,0.0007564893799999999
8FHBh_OmdsM,0.8224792664762448,0.4118797938076191,"[368147, 13]",18.2764785,5.85693027,3.05460715,1.61966853,0.986494442,-0.0986671744,0.00273371562,-1.40568284,-1.15599708,0.0460762892,-1.08543724,-0.41172957,-0.35045677399999997
d0yGdNEWdn0,0.4401613236139185,0.2304061307895313,"[110615, 13]",17.78397393,10.24797255,0.1576906,1.24194449,0.03947418,-0.64940092,-1.28855267,-1.36640235,0.06587677,0.35331688,-0.46699671,0.87804432,0.14118825
w7BMaG3zyVo,5.163541116138108,2.6144254586808358,"[84873, 13]",18.547404500000003,10.0107129,1.89516201,2.31991955,0.164756658,0.267881461,-0.36649977799999994,0.302656795,-0.0791657858,0.00368928414,-0.301399502,0.108740918,0.0362799033
LIEuU8CZjGQ,710.2973920305432,277.5381933457289,"(170476, 13)",21.958675399999997,10.72273554,0.23193344,2.13259764,0.87766003,0.59828419,-0.80169402,-0.10534878,-0.25550468,-0.05855005,-0.03380378,0.26362364,0.12180831
