videoId,title,author,viewCount,likes,dislikes,tags,lengthSeconds,IsEducational,brightness,entropy,text_density,subjet_size,background_lightning_ratio,background_color_simplicity,voice_frequencies,non_voice_frequencies,mfcc_shape,mfcc_mean
AL1-Xd2HTWU,"14-year-old Bobby Fischer vs Dr. Max Euwe | The ""Unpublished"" Game | 1957",ChessNetwork,210198,2564.0,90.0,"bobby fischer,bobby fischer chess games,max euwe,max euwe chess games,bobby fischer vs max euwe,best chess games,chessnetwork,chess,chess network,bobby fischer vs max euwe 1957,fischer vs euwe exhibition match,open ruy lopez,robert james fischer",1045.0,0.0,126.98523211141016,7.7487779254933455,2.4942465360845296,63.58609636662679,6.510377224309592,0.03866182902212919,1.960961124813819,1.0372574603265607,"[104436, 13]","[11.73654499, 8.68963313, 1.92387793, 2.56573616, 1.21540124,-0.29702238, 0.16350577, 0.1738119 ,-0.30338537, 0.23525543, 0.29409634, 0.13397073, 0.07237927]"
kLBDuWvcy7U,"""Because only I can"" - Ronnie O'Sullivan's cocky 146 [BBC]",Arnab Sengupta,9994013,67908.0,2662.0,"ronnie o'sullivan,ronnie,snooker,146,147,maximum,maximum break,break,greatest,arrogance,bbc,welsh,welsh open,2016",453.0,0.0,106.6171683264652,8.877237968169212,1.478012438949939,37.599754845848594,4.202265630614376,0.012338491586538462,1.5975782005824628,0.8421408971894806,"[45274, 13]","[17.19580582, 7.81660924,-1.74737342, 2.80195784, 0.77329521, 0.58268745,-0.53695042, 0.09473403,-0.17282964,-0.03480095, 0.13310712, 0.28642786, 0.13924301]"
esmzYhuFnds,12. Clustering,MIT OpenCourseWare,80359,699.0,14.0,"optimization,variability,hiearchical clustering,clustering,cluster analysis,unsupervised learning,objective function,k-means,dendogram",3040.0,1.0,110.4021213607342,5.876705452902155,3.9420099983438415,33.603641978481356,2.019744011164121,0.03150899786698192,0.10180528792337673,0.048743922427340075,"[303937, 13]","[ 1.55276140e+01, 9.17331420e+00,-9.52186124e-01, 2.48120921e-01, 1.07427289e+00,-2.70131771e-01,-9.31924076e-01, 6.51552659e-02,-9.71134171e-02, 1.97853590e-01,-3.17693615e-03, 4.40586428e-01, 2.90990761e-01]"
zn1SJOPgewo,Fusion: How to Put the Sun in a Magnetic Bottle - with Ian Chapman,The Royal Institution,385387,4871.0,170.0,"Ri,Royal Institution,fusion,energy,nuclear fusion,fission,sun,power,ian chapman,solar,power of the sun",2100.0,0.0,109.2658480282738,6.962634338759352,4.016067036623677,34.644253523892196,0.8344008402281158,0.004119582403273809,0.966295713168074,0.48272355016673746,"[209962, 13]","[18.27943827, 7.67597113, 0.90842399, 1.0328113 , 0.817905  ,-0.58687713,-0.43299308, 0.2142719 ,-0.72919145,-0.66292507,-0.1312415 ,-0.13724904,-0.03397071]"
Y30VF3cSIYQ,The Legend of Question Six - Numberphile,Numberphile,1939659,27673.0,1502.0,"numberphile,math olympics,International Mathematical Olympiad,terry tao,terence tao",525.0,0.0,152.38904280340608,9.143924902926546,3.8419704861111112,40.92460317460318,2.6134390571533666,0.21092354910714287,1.2179617147431017,0.6558100917785507,"[52479, 13]","[18.27686896,11.0500931 , 3.34575496, 1.73398705, 0.93992906,-0.02761364,-0.63979817,-0.12954319, 0.03643681, 0.28575225,-0.1232617 , 0.28829116, 0.12588098]"
D1R-jKKp3NA,Steve Jobs Stanford Commencement Speech 2005,JoshuaG,10125310,51246.0,1124.0,"Apple,Macworld,Keynote,Mac,Macintosh,Steve,Jobs,Bill,Gates,Windows,OSX,Computer,ipod,imac,ibook,power",874.0,0.0,137.50137171855923,11.215814807130757,0.20008394383394384,88.14160561660563,3.2090174297219862,0.1868568638392857,1.327381427015113,0.6662084692838909,"[87362, 13]","[17.05709425, 7.05199518, 1.8252509 , 4.13909524, 0.54816103,-0.70518475,-0.93928273, 0.83555801, 0.49125675,-0.25832132,-0.13963174,-0.38702377,-0.10429449]"
mbDipVRt5aE,Overcoming Nerves When Giving a Presentation,Talk Support,415440,2989.0,83.0,"public speaking,presentations,nervousness,Deborah Grayson Riegel,Talk Support,Leadership Coaching,Management Coaching,Presentation Skills Coaching,Communication Skills Coaching,Professional Certified Coach,Communication Keynote Speaker,Executive Coach,Executive Speaker,Executive Author,Communication Coach,Communications Expert,Presentation Expert,Behavior Expert",543.0,1.0,226.6568792513736,6.148236471240332,10.504739420050138,52.22940668295091,0.3174024193524264,0.002781859231651377,0.7758328370343491,0.3922751997960253,"[54267, 13]","[17.28677827, 6.81397621, 1.55238155, 0.58557173, 0.39219083,-1.35310274, 0.38971165,-0.23610602, 0.57381512,-0.22402037,-0.65038444, 0.29821777,-0.59462996]"
TUSxq7KoTsM,Speak like a Manager: Verbs 1,Learn English with Rebecca [engVid],861547,17174.0,498.0,"business English,verbs,learn vocabulary,call centre English,customer service English,Speak Like a Manager,SLAM English,improve vocabulary,business verbs,professional English,work English,learn English,English class,English,native speaker,ESL,English grammar,vocabulary,English vocabulary,engVid,speak English,expressions,idioms,phrasal verbs,spoken English,IELTS,TOEFL,accent,TOEIC,anglais,inglese,inglés,англи́йский,angielski,engleză,إنجليزي,Angol,TESOL,TEFL",1219.0,1.0,189.1116455923056,8.213407861183025,16.778666289560565,33.23000492728256,1.0385346057535811,0.15431588595030735,0.6673501791016765,0.3363788836207432,"[121827, 13]","[16.57022501,10.29729331, 1.4425939 , 0.06319891, 0.38221613,-0.90377418,-1.41648984, 0.93278439,-0.04374344, 0.16164234,-0.20972614, 0.0774397 , 0.12843318]"
XIXvKKEQQJo,Speaking Up Without Freaking Out  | Matt Abrahams | TEDxPaloAlto,TEDx Talks,160454,3164.0,65.0,"TEDxTalks,English,Life,Behavior,Communication,Speech",825.0,0.0,47.372812019938976,4.4929936727392805,3.2389783249158253,24.38101325757576,0.5591737523837309,0.0008064038825757576,0.3479041060221377,0.1686691665198538,"[82477, 13]","[16.98066281,11.29684726, 0.1826126 , 2.15616183, 0.50448096,-0.56528864,-1.05916736,-0.12708819,-0.2065463 ,-0.0488318 ,-0.16275596, 0.21949438,-0.08869423]"
aDhTeLWJBxI,"4 Snookers?! Ok, No Problem! Incredible Steal of Snooker Frame!!!",Snooker Planet,3166037,11974.0,1126.0,"billiard,billiards,snooker,snooker planet,tactical snooker,snooker frame,marco fu snooker,marco fu,ryan day,interesting snooker,snooker steal,snooker best",1383.0,0.0,96.00247684532316,8.566997932360069,3.180756117127958,28.22761348964601,2.1597701569357635,0.028750423059566783,0,0,0,0
4yzaG0Ia_fs,An Instant Classic at the 2018 World Chess Championship | Game 6,ChessNetwork,148996,4135.0,74.0,"instant classic chess,historic chess games,endgame study,magnus carlsen,fabiano caruana,2018 world chess championship,fabiano caruana vs magnus carlsen,caruana vs carlsen 2018,caruana vs carlsen game 6,2018 world chess championship game 6,chess,chessnetwork,chess network,classic chess game",2624.0,0.0,135.57211863632605,7.812599248053628,5.6999016203703725,68.36758721891535,3.576069098728617,0.041953125,1.5756238385316959,0.7733630895919474,"[262392, 13]","[ 1.34041371e+01, 9.25586907e+00, 2.13798004e+00, 2.71422308e+00, 1.22707221e+00,-2.97785536e-01, 1.72084130e-01, 3.72269559e-03,-2.46233024e-01, 1.32045101e-01, 2.50730046e-01, 1.27002619e-01, 8.56348811e-03]"
KzG-mJgj-E4,Top 8 Chess Mistakes,thechesswebsite,2402569,20453.0,853.0,"chess mistakes,chess blunders",533.0,0.0,156.92621727890273,4.885943532720487,3.581789222049152,69.70546956126688,5.7545684436901,0.007775992990654206,16.64605679155789,6.964932488254391,"[53236, 13]","[18.60085308, 6.96781506, 0.21603516, 2.68009518, 1.42698973,-0.39293303,-1.00907032, 0.29509755,-1.13600683, 0.30516244,-0.05128735,-0.29727997, 0.29062077]"
Q0jeohWnmAQ,"250,000 Dominoes - The Incredible Science Machine: GAME ON!",Hevesh5,56198336,462406.0,28591.0,"250000 dominoes,250000 dominoes the incredible science machine,the incredible science machine,the incredible science machine game on,board games in domino,ism 2017 domino,video games in domino,domino game,sports in domino,250000 dominoes the incredible science machine game on,domino,dominos,dominoes,hevesh5,domino tricks,games,insane domino tricks,Domino Rally (Brand),chain reaction,rube goldberg,rube goldberg machine,marble run,ドミノ,домино,각설탕,Pitagora,Suichi",886.0,0.0,141.6296845373947,10.445139578021898,2.514017512289326,59.90631156854713,3.375331180195095,0.15998891766151685,26.862675559643698,13.398445223566187,"[88530, 13]","[ 2.07631480e+01, 9.65198533e-01,-1.76907379e-01, 1.46634092e+00,-1.24300411e+00, 4.36451971e-01,-7.74648091e-03,-9.93928888e-01, 3.79742993e-01,-3.72274440e-01, 1.01148136e-01, 3.24933668e-01, 2.28444452e-01]"
a5ZwNfzusLQ,Greatest Trick Plays in Baseball History,Savage Brick Sports,11690575,28211.0,3993.0,"fb,Nfl,amazing,highlight,highlights,sports,offense,defense,game,best,2017,2018,baseball,mlb,trick play,funny,hidden ball trick,plays,baseball trick play,bloopers,trick plays,trick,play,compilation,playback,mlb trick plays,blooper,fake outs,moonfire,comedy,fake out,interesting,fake,collection,mlb hidden ball tricks,carson,cnc,college,maryville,newman,mc,final out,epic,bush league,pitching,pick off move,worst,fumble",416.0,0.0,114.26980865317049,7.83836195769081,1.7566447585978835,30.0377681671627,2.8407462624841244,0.08290608723958333,8.616192358363119,4.691186589437526,"[41580, 13]","[ 2.08368005e+01, 9.43671959e+00,-4.27288215e+00, 7.50028171e-01,-8.21843839e-01,-6.74049738e-01,-5.77546229e-01, 7.11584543e-01,-2.15832878e-01, 4.97882221e-01, 7.56504893e-02,-2.84615180e-01, 1.94724770e-02]"
i1AHCaokqhg,4-2: The History of Super Mario Bros.' Most Infamous Level,Summoning Salt,5026209,98102.0,4789.0,"speedrun,speed run,world record,world record progression,world record history,speedrun history",1230.0,0.0,52.18294997300559,4.120995424305781,4.7014779880871735,30.13766311328477,0.9825211751673828,0.0021367266895325203,4.999600034261966,2.6164634958842727,"[122933, 13]","[20.47376843,11.06608663, 1.65462913, 2.01165418, 0.35424332, 0.46928613, 0.0944499 ,-0.1030061 ,-0.43741329,-0.04631088,-0.53669399, 0.24414443, 0.25299863]"
9tnLXvr6cLM,Praggnanandhaa vs Vishy Anand | Tata Steel Chess India Blitz 2018,ChessBase India,7168792,46194.0,3957.0,"chessbaseindia,interviews,chesstraining,improvechess,tschessindia,kolkatachess,Praggnanandhaa,vishy anand,chessbase",826.0,0.0,105.49217561652858,10.092020839174968,1.5541273165578982,44.93320417085007,2.658877608647497,0.0032767789909638554,0.6132973977827221,0.3067671731296594,"[82565, 13]","[14.61581295, 8.64715735, 0.58110394, 2.43655153, 0.39248066,-0.17928484,-0.04677927, 0.87448708,-0.68344954,-0.78214344,-0.16329649, 1.01252289, 0.66239253]"
wlk1DLm-BjU,Bobby Fischer wins with the Fischer-Sozin Attack in 17 moves,ChessNetwork,514407,7145.0,157.0,"bobby fischer,robert james fischer,robert fischer,fischer-sozin attack,bobby fischer vs peter dely,fischer vs dely,fischer vs dely 1967,fischer's best chess games,chess,chessnetwork,chess network,great chess games,bobby fischer chess,bobby fischer chess games,peter dely,peter dely chess games,peter dely chess",458.0,0.0,127.63325474835823,7.7471230468058705,6.627726826690823,62.89454658250303,4.614353887144741,0.040341584578804345,2.4052406886636577,1.2186006796643079,"[45766, 13]","[ 6.83163625e+00, 7.50381476e+00, 1.71188204e+00, 2.07826614e+00, 3.87203955e-01,-7.56136947e-01,-5.56716440e-01, 1.96537382e-01,-5.46688805e-01, 1.21860995e-03,-5.69532302e-02,-8.88415885e-02, 7.66420652e-02]"
q9tYsvRg1as,3 Most Aggressive Chess Gambits 👿 with GM Damian Lemos,iChess.net,40502,375.0,28.0,"chess,chess videos,chess course,chess lecture,openings,best chess openingschess openings for black,chess openings for white,beginner chess videos,chess opening videos,kingscrusher,chessnetwork,thechesswebsite,simon williams,GingerGM,kasparov,matojelic,chessexplained,fischer,karpov,carlsen,chessbrah,chess960,chess24,chess game",1861.0,0.0,175.2305187911919,9.987382694036624,5.967677730302353,79.84445631330057,1.4006802187028593,0.2597577706099196,2.2290396608312313,1.115800598960967,"[186035, 13]","[ 7.10419729e+00, 4.65828809e+00, 3.76806533e-01, 2.68173660e+00, 2.14848090e+00,-8.94439818e-01,-6.91787247e-01, 1.91827838e-01,-2.11225312e-01,-1.69147810e-01,-1.88687522e-01,-5.14747413e-03,-1.76410847e-01]"
gIR65Mz8mHQ,"Garry Kasparov ""sacrifices"" both bishops",ChessNetwork,738149,9614.0,269.0,"garry kasparov,kasparov vs portisch,kasparov vs portisch 1983,garry kasparov vs lajos portisch,garry kasparov chess,best chess player,best chess games,kasparov's double bishop sacrifice,best chess player in the world,best chess player of all time,best chess player in history,garry kimovich kasparov,kasparov chess,kasparov chess games,lajos portisch,lajos portisch chess games,king walk chess,chess king walks,chess,chessnetwork,chess network",770.0,0.0,130.33628076242334,7.806326675399707,4.104848005726912,63.1424963924964,4.418076604108027,0.039137010450487016,1.5756796851379071,0.7797607157583667,"[76899, 13]","[ 7.4189733 , 7.04683384, 1.67546791, 2.4349031 , 0.5263691 ,-0.70308413,-0.52534953, 0.29145812,-0.51115228, 0.03028858,-0.09101758,-0.01329769, 0.0715077 ]"
7UeRnuGo-pg,Python - 2019 Action plan to learn it - Step by step,Hitesh Choudhary,181133,5633.0,249.0,"Programming,LearnCodeOnline,python 3,python tutorial,python web scraping,django hitesh,django python,machine learning python,machine learning projects in python,Machine learning,beautiful soup,python libraries,numpy python tutorial,numpy python,pandas python,matplotlib python,matplotlib python tutorial,python,python 2019,learn python,python for beginners",1529.0,1.0,132.76750540407136,10.458166146508391,2.348227152550835,49.07511765556917,2.800611173756754,0.06739478017769608,1.8498188457015763,0.9227631674886625,"[152866, 13]","[18.94242881,13.31227683, 0.76985084, 1.20669125, 0.43127426,-0.49171839,-1.47285593,-0.13588065, 0.07129889, 0.33811039, 0.0672917 ,-0.19480043, 0.17864588]"
zORUUqJd81M,Why does the universe exist? | Jim Holt,TED,3852883,38915.0,9655.0,"TEDTalk,TEDTalks,TED Talk,TED Talks,TED,Jim Holt,philoshophy",1042.0,0.0,51.82803887975146,6.612173630508997,1.188974448431685,21.11054521364965,0.7395347764999479,0.001960133821770335,2.5364949627552784,1.2569361879559064,"[104115, 13]","[ 1.98817714e+01, 9.53235761e+00, 8.16280574e-01, 1.68537463e+00, 4.59377426e-01, 2.53398725e-01,-9.76454032e-01, 1.98212248e-02, 1.97051653e-01,-4.92978149e-02, 5.43029459e-02,-7.03607679e-02,-2.52215304e-01]"
q7prQTS_N3Y,How Far Away Is It - 10 - The Milky Way (1080p),David Butler,507085,4834.0,232.0,"howfarawayisit,\How far away is it\,\David Butler\,\Miky Way\,Galaxy,\galactic center\,\black hole\,\galactic disk\,\galactic halo\,\spiral arms\,Hubble,Spitzer,Chandra,\galactic buldge\,Sagittarius,UCLA,Keck,\Max Plank\,singularity,gravity,Schwarzschild,\event horizon\,\accretion disk\,gamma-ray,Perseus,Orion,Norma,Sharpley,\Dark Matter\,ESO,telescope,STEM",1200.0,1.0,57.62968849012586,6.0764510703760175,2.2284586588541666,23.79249222366899,0.8553364317855621,0.015070597330729166,4.408405305647777,2.263814455117344,"[119972, 13]","[ 2.01115984e+01, 1.24574748e+01, 5.10827944e-01, 2.11890218e+00, 1.32561255e-01,-1.01447614e-02,-2.77564354e-01, 2.87252276e-01,-3.08692939e-01, 6.84589698e-04,-3.10383110e-01,-9.15112153e-03, 1.63558318e-01]"
1-JAx3nUwms,A Brief History of Pi,Simon Clark,238299,7106.0,178.0,"pi,math,maths,mathematics,history,history of math,history of maths,history of mathematics,archimedes,transcendental,liu hui,madhava,ramanujan,al khwarizmi,leibniz,infinite series,algebra,place value notation,ancient greeks,babylonians,ancient greek maths,ancient greek math,indian math,indian mathematics,approximation,method of exhaustion,Pi day,why pi is 3.14,pi day,secrets of pi,why pi is constant,what is pi,simon clark,how pi was discovered",1007.0,1.0,35.04469960228445,4.445552795112671,3.6629473494224416,22.020628674195546,0.37185747408990616,0.01035422145730198,2.011664414622932,1.0058211975081424,"[100667, 13]","[ 1.95944120e+01, 8.97788556e+00, 1.55631351e+00, 3.24772101e+00, 8.76213481e-02, 1.92017110e-01,-1.52288166e-01, 7.85542092e-01,-1.72457066e-01, 1.63740810e-01,-2.71239819e-01, 2.03057258e-01, 7.56489380e-04]"
8FHBh_OmdsM,"Artificial Intelligence, the History and Future - with Chris Bishop",The Royal Institution,230268,2808.0,151.0,"Ri,Royal Institution,chris bishop,artificial intelligence,science,computing,computer science,machine learning,neural networks,algorithsm",3682.0,1.0,105.49664685126686,6.6725495911603065,1.9463451563206693,27.378411417109533,0.9390443182504584,0.01629481322082768,0.8224792664762448,0.41187979380761913,"[368147, 13]","[ 1.82764785e+01, 5.85693027e+00, 3.05460715e+00, 1.61966853e+00, 9.86494442e-01,-9.86671744e-02, 2.73371562e-03,-1.40568284e+00,-1.15599708e+00, 4.60762892e-02,-1.08543724e+00,-4.11729570e-01,-3.50456774e-01]"
d0yGdNEWdn0,How to learn any language in six months | Chris Lonsdale | TEDxLingnanUniversity,TEDx Talks,15615728,244222.0,6962.0,"TEDxLingnanUniversity,Lingnan,CEAL,Chris Lonsdale,Language (Philosophical Subject),tedx talk,English,ted talk,Beautiful,Language Education (Website Category),ted x,tedx,ted talks,tedx talks,TEDx,Language Acquisition (Website Category),CEAL ELSS,Hong Kong,ted",1107.0,0.0,150.6911110817849,6.528227952131313,3.46898998607983,32.3056420678491,2.434911745337286,0.01915734093468469,0.44016132361391846,0.23040613078953132,"[110615, 13]","[17.78397393,10.24797255, 0.1576906 , 1.24194449, 0.03947418,-0.64940092,-1.28855267,-1.36640235, 0.06587677, 0.35331688,-0.46699671, 0.87804432, 0.14118825]"
w7BMaG3zyVo,Elon Musk says Australia’s energy emergency is easily fixable - Part one | 60 Minutes Australia,60 Minutes Australia,1330382,11517.0,1245.0,"crisis over energy supply and cost,Australian energy crisis,power crisis,electricity,gas,bill shock,power prices,Elon Musk,world’s largest lithium ion battery,Jamestown,South Australia,Liz Hayes,Grace Tobin,60 Minutes,60 Minutes Australia",849.0,0.0,112.14375229141136,9.035590342921383,1.1136176215277778,37.380842141544115,2.151207136543794,0.07470272288602943,5.1635411161381075,2.6144254586808353,"[84873, 13]","[ 1.85474045e+01, 1.00107129e+01, 1.89516201e+00, 2.31991955e+00, 1.64756658e-01, 2.67881461e-01,-3.66499778e-01, 3.02656795e-01,-7.91657858e-02, 3.68928414e-03,-3.01399502e-01, 1.08740918e-01, 3.62799033e-02]"
LIEuU8CZjGQ,Historical Tactical Snooker Battle!!! Ronnie O'Sullivan v Judd Trump 1080p,Snooker Planet,12354125,43326.0,4731.0,"billiard,billiards,snooker,snooker planet,Snooker Battle,Ronnie O'Sullivan,Judd Trump",1705.0,0.0,88.42847754892678,8.27425010124794,2.0811705130946563,29.67114663520284,1.7366196452125615,0.012544961968475071,0,0,0,0
wcKyq-e-Soo,7 Amazing Science Gadgets!,brusspup,5633469,71614.0,3871.0,"brusspup,bruspup,brussup,brasspup,science,tricks,physics,awesome,amazing,cool,learn,teach,eulers disk,vortex dome,maxwells wheel,helicone,hypnogizmo,incredible,swinging sticks",422.0,0.0,190.08963211039622,8.2499790787335,6.174629799836603,23.220087826797386,0.9273459115514201,0.3294979319852941,25.676396241283513,12.635202157965747,"[42112, 13]","[23.0244683 , 8.76886729,-0.71708978,-0.50836929,-0.38329598, 0.23529846,-0.33601032,-0.0534402 ,-0.18961134, 0.17884508,-0.06794034, 0.18185365, 0.14049203]"
tI8ijLpZaHk,What is API ?,Hitesh Choudhary,600787,12632.0,801.0,"Programming,computers,code,hacking,information,Security,iOS,iPhone,udemy,online-courses,coupons,free-coupons,udemy-coupons,udemy-courses,iphone,API,What is API,Application programming Interface,google API,Facebook API,Application Programming Interface (Literature Subject),Technology (Industry),education,learning,what is an api,api testing,what is api testing,api management,api best practices,api framework,api gateway,api integration,rest api,api security",618.0,1.0,177.93739890477988,9.18993954113564,2.0793824554771505,40.08603113099238,2.2330530358065293,0.10118053805443547,7.388700454734471,3.507062320265525,"[61798, 13]","[20.2513644 ,11.89408424, 0.63310582, 1.93198837,-0.76559373,-0.84563366,-1.4053397 ,-0.2356237 , 0.23029597, 0.28594271,-0.06863773,-0.41636342, 0.13562615]"
HEdPX8pt_DQ,The Rise and Fall of Java,The Science Elf,655840,12541.0,1771.0,"java,internet,javascript,programming,world wide web,netscape,jvm,compiler,sun microsystems,programming language,rise and fall,history,computer,technology",638.0,0.0,184.04888466729062,5.7765582075165005,7.921224711853781,29.75166744656033,1.220489724501388,0.06103706359863281,5.723851312499733,3.2338192753270607,"[63709, 13]","[20.5427412 , 7.43466505, 1.7299506 , 3.91592117, 0.29848283, 0.20802851,-0.32226732, 0.30271534,-0.87105952,-0.19571824, 0.35230495,-0.54799144, 0.0531095 ]"
pkdgVYehiTE,Frontend vs Backend vs Fullstack Web Development - What should you learn?,Academind,90896,2959.0,43.0,"frontend web development,frontend,backend web development,backend,fullstack,javascript,html,css,node,node.js,frontend vs backend",1060.0,1.0,238.7741294160279,3.1193696503096016,11.912537772700471,38.93140006715147,0.2501245648972562,0.0017239552623820756,1.4637134467477169,0.7305782598828261,"[105979, 13]","[17.98017566,10.08920818, 1.7382673 , 3.17698762, 0.46931016, 0.10561563,-0.29470695, 0.12659261, 0.36498774,-0.04030801, 0.06927979, 0.2263372 ,-0.04279759]"
7bE2mI4ePeU,10 Programming Languages in ONLY 15 minutes!,Stefan Mischook,326558,8066.0,459.0,"programming languages explained,programming languages roundup",914.0,0.0,83.45755288379439,8.749277231492544,0.7690521592289008,39.79862593446418,1.6186965518977765,0.057115565232240435,0.6450970538062097,0.31898156504475084,"[91389, 13]","[ 1.90892821e+01, 1.07677069e+01, 4.07652514e+00, 1.88285090e+00, 1.33879606e-01, 6.83944933e-01,-7.18902077e-01,-8.87971122e-01,-4.00718714e-01, 5.85756161e-01, 1.25127968e-02, 4.03709294e-01, 5.34894649e-01]"
aJdUVRAKmB8,Kasparov Has 51 Second against Nakamura's 5 Min 57 Second Amazing Nail biting Game.,GM CHESS LESSONS,1812297,7171.0,673.0,"Amazing Nail biting Game.,Kasparov Has 51 Second against Nakamura's 5 Min 57 Second,Kasparov,Has 51 Second against Nakamura's,Nakamura vs kasparov rapid 2017,saint louis 2017 rapid game,nakamura blitz,chess moves,matajolic,chess network",550.0,0.0,127.376758364899,9.958032806465646,0.909509154040404,53.52385771780303,5.060364661740394,0.13135209517045454,1.5564281414114935,0.7922100351562256,"[54959, 13]","[17.45610706, 9.86975533, 3.64941556, 2.49186883,-0.10698397, 0.17994893,-1.26710263,-0.41730212,-0.14290029, 0.20543072,-0.0363372 , 0.44572901, 0.49269877]"
G2_Q9FoD-oQ,"158,962,555,217,826,360,000 (Enigma Machine) - Numberphile",Numberphile,3674136,48214.0,708.0,"enigma,enigma machine,nazis,germany,code,Nazi Germany (Country),world war 2,ww2,wwII,cryptography",712.0,0.0,138.85362420782343,8.646040821052786,4.5984673963189575,35.521752986596745,2.0930692129902586,0.10425999781468533,2.459102383390473,1.2492784705618913,"[71105, 13]","[17.69711417,10.4727954 , 2.24388068, 2.59542742, 0.69870331,-0.08760879,-0.48538604, 0.23874092, 0.37175572, 0.32427113,-0.18389651,-0.09960236, 0.29837553]"
XF3P3KRn7EM,The Magnus Effect - Creating Something Out Of Nothing,agadmator's Chess Channel,575129,5843.0,205.0,"agadmator,chess,best chess channel,best youtube chess channel,tata steel,tata steel agadmator,tata steel chess,tata steel 2018,tata steel live chess,agadmator mamedyarov,carlsen tata steel,caruana tata steel,anand tata steel,anand vs caruana,agadmator video,best game tata steel,mamedyarov vs adhiban,agadmator germany,agadmator vacation,carlsen vs jones,carlsen blunders a piece,carelsen vs so,magnus carlsen vs wesley so,carlsen vs do agadmator",1154.0,0.0,118.74342680692509,12.649358370464402,6.0214898029568165,73.58376516905163,3.7092111750575394,0.04069221793831169,0.7925858594841015,0.3912101391504916,"[115312, 13]","[ 1.81395782e+01, 1.02552947e+01, 5.96868151e-02, 1.80770616e+00, 9.36736161e-01,-2.16512868e-01,-1.40252385e+00,-3.82010367e-02,-1.01325590e+00, 1.45193501e-01,-1.53712871e-02,-4.72236100e-01, 2.77916057e-01]"
rc57xiKQal8,Anand spends 1:43 mins on 4th Move in Blitz and Wins!,agadmator's Chess Channel,274209,3861.0,78.0,"agadmator,chess,viswanathan anand zee tamil,viswanathan anand chess game,viswanathan anand games,viswanathan anand 2017,viswanathan anand blitz,viswanathan anand defeated magnus carlsen,viswanathan anand world championship match,viswanathan anand best,viswanathan anand best game ever,viswanathan anand blitz chess,viswanathan anand beat garry kasparov,viswanathan anand chess video,anand vs smirin,anand 1:43,anand move 4",480.0,0.0,119.87581186804752,12.440003782605212,7.941074449829602,74.59555543499228,3.921129406979405,0.051274617513020836,1.859750883484613,1.0307638802308499,"[47917, 13]","[ 1.82458704e+01, 1.06981499e+01, 1.11416536e+00, 2.12549455e+00, 1.07756906e+00,-2.14452222e-01,-1.66395663e+00,-7.87965633e-01,-1.09134657e+00, 4.44299750e-01,-1.81550963e-02, 5.71897376e-01, 5.38548315e-01]"
kE7D7qFayVg,Greatest Sports Moments - M83 Outro (HD),LeBreton,5340938,51844.0,2690.0,"nba best,michael jordan,phelps,federer,nadal,best of sports,great moment sport,m83 sport,babe ruth,compilation sport,kobe bryant,nfl,mlb,nba,dunk,golf,tiger woods,usain bolt,sprint",790.0,0.0,115.38439306159898,8.670435246469163,1.567267438027426,35.54800333487165,2.3038969361435404,0.1087090214596519,35.99571826621256,17.71967148744298,"[78987, 13]","[ 2.26134000e+01, 9.22869126e+00,-1.51722721e+00, 2.03606709e+00,-3.26870873e-01, 4.82483310e-01, 1.67664561e-01, 9.67361015e-01, 4.48273692e-01, 1.30460109e-02,-3.74611160e-01,-1.74120670e-01, 3.51396170e-01]"
X5846PYLWIY,Only Carlsen can find the Re7 winning move in few seconds against Caruana,GM CHESS LESSONS,584122,2484.0,270.0,"Only Carlsen can find the Re7 winning move in few seconds against carlsen,carlsen,caruana,tiebreak game 1,magnus carlsen",309.0,0.0,101.07997641418429,9.611003905229381,1.0350373428684123,55.24424529677077,2.239290153869816,0.03775516633064517,2.2023980294515075,1.0860374330263132,"[30827, 13]","[ 1.67391495e+01, 8.97982041e+00, 2.42673790e+00, 2.52081440e+00, 9.98961769e-01,-8.24127697e-01,-2.82619817e-01,-2.71247380e-01, 3.93229537e-01,-4.14957628e-02,-5.05134224e-03, 1.26844067e-01, 2.88586057e-01]"
DxbMzZ5a2Zg,A Thriller!!! (Anand Vs Kasparov - 1996 Blitz Chess Final),GJ_Chess,1710332,6218.0,567.0,"Anand Vs Kasparov,Garry Kasparov,Anand Blitz,Kasparov blitz,Kasparov funny,Vishwanathan Anand",685.0,0.0,80.65039579690034,5.900263298297316,1.797902251875507,40.375060193633416,0.9320328820876136,0.003434007185218978,3.1257375187557748,1.6829648622465498,"[68412, 13]","[18.68145245,11.63344152,-2.57613109, 4.55305311,-1.17434551, 0.92871423,-0.56699309, 0.0723083 , 0.03064817,-0.65993785,-0.05209429,-0.82465207, 0.35636044]"
